group_id	base_group_id	perturbation_level	base_sessions	output_sessions	dropped_sessions	substituted_sessions	rotated_endpoints	jittered_sessions	payload_changed_sessions	background_sessions
ceb_g_51944f1387e478fd5f3d	cea_g_10092b4c807ea675b29d	0.10	49	48	2	2	4	47	47	1
ceb_g_7d60d56029b07121b160	cea_g_10092b4c807ea675b29d	0.20	49	50	0	2	7	49	49	1
ceb_g_9bcb833de7e5d382b71d	cea_g_10092b4c807ea675b29d	0.30	49	48	3	3	15	46	46	2
ceb_g_a7af2e7c8eedfcb16b84	cea_g_10092b4c807ea675b29d	0.40	49	49	3	2	15	46	46	3
ceb_g_cd5e8440093b4318b435	cea_g_10092b4c807ea675b29d	0.50	49	47	6	4	26	43	42	4
ceb_g_3cd3ee7975660e8575fa	cea_g_10092b4c807ea675b29d	0.60	49	49	4	5	32	45	45	4
ceb_g_0d35762ba2064715338c	cea_g_1079b747365bf9619abf	0.10	61	62	0	1	10	61	60	1
ceb_g_38d57006ed2d0f06e406	cea_g_1079b747365bf9619abf	0.20	61	60	3	2	20	58	58	2
ceb_g_df25eb146441ccd86a2d	cea_g_1079b747365bf9619abf	0.30	61	62	2	7	16	59	59	3
ceb_g_79306a5c800055ab0543	cea_g_1079b747365bf9619abf	0.40	61	60	5	3	20	56	56	4
ceb_g_f03d27c9673fc566c968	cea_g_1079b747365bf9619abf	0.50	61	58	8	1	32	53	53	5
ceb_g_750f0bee8ec8269a01a1	cea_g_1079b747365bf9619abf	0.60	61	60	6	5	31	55	55	5
ceb_g_129733420c83c665ee97	cea_g_11e8cd525ced23e3992c	0.10	41	42	0	1	6	41	41	1
ceb_g_f02e149822353c23461d	cea_g_11e8cd525ced23e3992c	0.20	41	40	2	3	5	39	39	1
ceb_g_232158d5f26101cb5c85	cea_g_11e8cd525ced23e3992c	0.30	41	42	1	5	14	40	40	2
ceb_g_dc5c0064c1bf68e9cde1	cea_g_11e8cd525ced23e3992c	0.40	41	42	1	1	20	40	39	2
ceb_g_d290c11daaeb5d52d510	cea_g_11e8cd525ced23e3992c	0.50	41	38	6	3	22	35	35	3
ceb_g_88fe7d47d179a90345b5	cea_g_11e8cd525ced23e3992c	0.60	41	43	2	3	18	39	39	4
ceb_g_c9ae55ed8db63ec23864	cea_g_11f6ec2bc3b6ba7f783e	0.10	42	40	3	0	4	39	38	1
ceb_g_0d2e472c0360bdbd0a3b	cea_g_11f6ec2bc3b6ba7f783e	0.20	42	42	1	2	10	41	41	1
ceb_g_fa592326c66597b1c569	cea_g_11f6ec2bc3b6ba7f783e	0.30	42	43	1	4	9	41	41	2
ceb_g_0c541522d275d4af8365	cea_g_11f6ec2bc3b6ba7f783e	0.40	42	42	3	1	16	39	39	3
ceb_g_7deeceeb28b81cf5c28e	cea_g_11f6ec2bc3b6ba7f783e	0.50	42	39	6	2	16	36	36	3
ceb_g_b6d910ec05f99aa3ef0e	cea_g_11f6ec2bc3b6ba7f783e	0.60	42	40	6	0	24	36	36	4
ceb_g_074fda17dfbf1f60d91f	cea_g_120fee3e45a1a1de8b95	0.10	56	57	0	1	4	56	56	1
ceb_g_4f384b4be7452f847879	cea_g_120fee3e45a1a1de8b95	0.20	56	57	1	4	10	55	55	2
ceb_g_d9abb80b95b27f34fddb	cea_g_120fee3e45a1a1de8b95	0.30	56	56	3	2	19	53	53	3
ceb_g_090259f75ec9450ac9b4	cea_g_120fee3e45a1a1de8b95	0.40	56	56	3	2	32	53	53	3
ceb_g_b9a0557616ca67d338fe	cea_g_120fee3e45a1a1de8b95	0.50	56	53	7	2	24	49	49	4
ceb_g_4aeac38c4c8026782bd9	cea_g_120fee3e45a1a1de8b95	0.60	56	56	5	8	28	51	51	5
ceb_g_b13607664c2122830c81	cea_g_12ee42618f62d2117db1	0.10	45	46	0	0	2	45	43	1
ceb_g_bbffefd5505be6790484	cea_g_12ee42618f62d2117db1	0.20	45	45	1	0	6	44	44	1
ceb_g_197a109c3fa79c078cb2	cea_g_12ee42618f62d2117db1	0.30	45	44	3	3	18	42	42	2
ceb_g_c05717ad9645ac1a94a2	cea_g_12ee42618f62d2117db1	0.40	45	45	3	5	16	42	41	3
ceb_g_dd4d9721a4e420e24f6d	cea_g_12ee42618f62d2117db1	0.50	45	45	3	8	21	42	42	3
ceb_g_e031872fbc309c61b85b	cea_g_12ee42618f62d2117db1	0.60	45	42	7	3	21	38	38	4
ceb_g_4473eccc7a914b9d837f	cea_g_13735ad893836ee345ec	0.10	50	47	4	0	5	46	45	1
ceb_g_5bac5a81731f198ea972	cea_g_13735ad893836ee345ec	0.20	50	47	5	1	2	45	45	2
ceb_g_2edcd42865a1e562cefc	cea_g_13735ad893836ee345ec	0.30	50	48	4	4	13	46	45	2
ceb_g_98f596a66c41db0a673a	cea_g_13735ad893836ee345ec	0.40	50	47	6	4	14	44	44	3
ceb_g_fe4e07a002a08a07876d	cea_g_13735ad893836ee345ec	0.50	50	49	5	1	23	45	45	4
ceb_g_bf154838595fadea002b	cea_g_13735ad893836ee345ec	0.60	50	44	10	1	20	40	40	4
ceb_g_4bd45301a302e3c91fc2	cea_g_139cb4bbc50129800265	0.10	59	59	1	0	7	58	58	1
ceb_g_3d8303c3a7deb61637ae	cea_g_139cb4bbc50129800265	0.20	59	59	2	0	14	57	57	2
ceb_g_3be319ee4beb43117f72	cea_g_139cb4bbc50129800265	0.30	59	57	5	2	16	54	53	3
ceb_g_e5e2322b64c52eef27df	cea_g_139cb4bbc50129800265	0.40	59	58	5	1	11	54	54	4
ceb_g_7b70545c5c7e93c49a9a	cea_g_139cb4bbc50129800265	0.50	59	56	7	0	23	52	52	4
ceb_g_184e5d4f333abee9a5a9	cea_g_139cb4bbc50129800265	0.60	59	52	12	4	35	47	47	5
ceb_g_c0a7bd8c136a23adeb7d	cea_g_13c08aa2e6efed267562	0.10	54	53	2	0	8	52	51	1
ceb_g_18c77b5578650650e4d0	cea_g_13c08aa2e6efed267562	0.20	54	50	6	1	12	48	48	2
ceb_g_1e5cba94b34269c45203	cea_g_13c08aa2e6efed267562	0.30	54	51	5	2	18	49	49	2
ceb_g_7b19089dd08cf39ab0a0	cea_g_13c08aa2e6efed267562	0.40	54	56	1	3	16	53	52	3
ceb_g_305f4a100384c9706843	cea_g_13c08aa2e6efed267562	0.50	54	52	6	7	22	48	48	4
ceb_g_6662445e7e0eb4aa41a8	cea_g_13c08aa2e6efed267562	0.60	54	53	6	3	27	48	48	5
ceb_g_e81dea79796995992ed7	cea_g_1461f6c781a540bc2a0a	0.10	55	56	0	2	4	55	54	1
ceb_g_6b4314ae8c000c58c18e	cea_g_1461f6c781a540bc2a0a	0.20	55	55	2	1	13	53	52	2
ceb_g_5935241acda53488e7b9	cea_g_1461f6c781a540bc2a0a	0.30	55	53	4	4	16	51	51	2
ceb_g_fb17ad2a020fc093f080	cea_g_1461f6c781a540bc2a0a	0.40	55	55	3	3	26	52	52	3
ceb_g_a33495ee90b86fa2006a	cea_g_1461f6c781a540bc2a0a	0.50	55	51	8	5	25	47	47	4
ceb_g_ab7698d4948f2705388a	cea_g_1461f6c781a540bc2a0a	0.60	55	56	4	4	31	51	51	5
ceb_g_8a0342bff722fe5416b7	cea_g_1478d98b686c3a2efb6e	0.10	50	50	1	1	7	49	48	1
ceb_g_4f14da91d8b68635a66c	cea_g_1478d98b686c3a2efb6e	0.20	50	50	2	4	10	48	48	2
ceb_g_5abd5169f863e2308e24	cea_g_1478d98b686c3a2efb6e	0.30	50	50	2	5	13	48	47	2
ceb_g_29a0a9b30c26ce6ec26d	cea_g_1478d98b686c3a2efb6e	0.40	50	45	8	4	16	42	42	3
ceb_g_d1dddac4b303b2e6b412	cea_g_1478d98b686c3a2efb6e	0.50	50	49	5	4	19	45	45	4
ceb_g_3893de2b1a22469a26a8	cea_g_1478d98b686c3a2efb6e	0.60	50	48	6	5	26	44	44	4
ceb_g_f8823a78d8e982f809f1	cea_g_14b96da19c2f547492f8	0.10	63	63	1	0	3	62	60	1
ceb_g_880f33d69476ffc219f3	cea_g_14b96da19c2f547492f8	0.20	63	62	3	0	15	60	60	2
ceb_g_4f6190633d224c9987b2	cea_g_14b96da19c2f547492f8	0.30	63	62	4	4	18	59	59	3
ceb_g_ff126ba61de7b205ca36	cea_g_14b96da19c2f547492f8	0.40	63	58	9	4	27	54	53	4
ceb_g_62f95bf74bd70f59c682	cea_g_14b96da19c2f547492f8	0.50	63	64	4	6	32	59	59	5
ceb_g_a5fc4409f7e4ec662377	cea_g_14b96da19c2f547492f8	0.60	63	65	4	7	33	59	59	6
ceb_g_70d4d9eae9ebc58a8e16	cea_g_1548c9e6d20e0ff3e011	0.10	47	48	0	1	9	47	46	1
ceb_g_8d657e0dafc30fc21071	cea_g_1548c9e6d20e0ff3e011	0.20	47	46	2	1	13	45	45	1
ceb_g_cb5cc393e723ce7c077e	cea_g_1548c9e6d20e0ff3e011	0.30	47	48	1	0	12	46	46	2
ceb_g_e270910eeb1ff2748c98	cea_g_1548c9e6d20e0ff3e011	0.40	47	46	4	3	12	43	41	3
ceb_g_c58a33fa11334eebcf46	cea_g_1548c9e6d20e0ff3e011	0.50	47	45	6	3	20	41	41	4
ceb_g_6ddc767002a6ac257430	cea_g_1548c9e6d20e0ff3e011	0.60	47	48	3	3	29	44	44	4
ceb_g_99da4fdcc645a132ba0a	cea_g_155855150d4184b31792	0.10	52	49	4	0	5	48	48	1
ceb_g_d2d02596bebeb07cb060	cea_g_155855150d4184b31792	0.20	52	51	3	4	10	49	49	2
ceb_g_e4e8460abad2b998cd5e	cea_g_155855150d4184b31792	0.30	52	50	4	1	12	48	48	2
ceb_g_a56b6184280857c5dad6	cea_g_155855150d4184b31792	0.40	52	52	3	4	18	49	49	3
ceb_g_698b81506e4762005ca3	cea_g_155855150d4184b31792	0.50	52	53	3	3	25	49	49	4
ceb_g_77d070059be9b7dc0f68	cea_g_155855150d4184b31792	0.60	52	48	9	6	24	43	43	5
ceb_g_001a6e4465793c74b885	cea_g_15686019f12f9a1ea6de	0.10	51	50	2	0	5	49	49	1
ceb_g_40a431c244f79a81e85d	cea_g_15686019f12f9a1ea6de	0.20	51	52	1	2	8	50	50	2
ceb_g_d3b2a8cf6b2e0aafc151	cea_g_15686019f12f9a1ea6de	0.30	51	53	0	2	16	51	50	2
ceb_g_72226e41a9188205dba3	cea_g_15686019f12f9a1ea6de	0.40	51	49	5	1	16	46	46	3
ceb_g_c1476407f8aacd9ad16a	cea_g_15686019f12f9a1ea6de	0.50	51	48	7	3	28	44	43	4
ceb_g_0c4b77ce2288b6a2a8bf	cea_g_15686019f12f9a1ea6de	0.60	51	49	7	4	28	44	44	5
ceb_g_8d4bf4407a550a506d22	cea_g_157036d4e738628bb1c4	0.10	56	56	1	2	5	55	54	1
ceb_g_22440725ef0c2210b062	cea_g_157036d4e738628bb1c4	0.20	56	56	2	1	9	54	54	2
ceb_g_cad4fab5da1dc33817b5	cea_g_157036d4e738628bb1c4	0.30	56	58	1	2	13	55	55	3
ceb_g_1c5e9731a820eb0ce50f	cea_g_157036d4e738628bb1c4	0.40	56	55	4	6	19	52	52	3
ceb_g_54b0354d280a4d45b77e	cea_g_157036d4e738628bb1c4	0.50	56	51	9	6	21	47	47	4
ceb_g_452ccf0b6eb713010518	cea_g_157036d4e738628bb1c4	0.60	56	54	7	10	35	49	49	5
ceb_g_ac2458ac87068d9ef9ad	cea_g_15c9c663005c5aa56da5	0.10	51	51	1	2	5	50	47	1
ceb_g_eb78e9fab71e1940f5a9	cea_g_15c9c663005c5aa56da5	0.20	51	51	2	0	8	49	49	2
ceb_g_d976c85cdbc6d0512370	cea_g_15c9c663005c5aa56da5	0.30	51	53	0	5	20	51	51	2
ceb_g_c362583092b5090b8007	cea_g_15c9c663005c5aa56da5	0.40	51	51	3	3	25	48	48	3
ceb_g_b218c708fe1b5360bc40	cea_g_15c9c663005c5aa56da5	0.50	51	49	6	4	22	45	45	4
ceb_g_086b867fc022a92a0f32	cea_g_15c9c663005c5aa56da5	0.60	51	56	0	6	31	51	51	5
ceb_g_69cc6eb85ea478533db9	cea_g_166305b6eb421389d608	0.10	65	65	1	1	7	64	64	1
ceb_g_460fcdfb9b64ce8444d9	cea_g_166305b6eb421389d608	0.20	65	63	4	0	16	61	61	2
ceb_g_5e65f92a7c78b03ce96f	cea_g_166305b6eb421389d608	0.30	65	60	8	2	18	57	57	3
ceb_g_66c9c31e96082c7986bb	cea_g_166305b6eb421389d608	0.40	65	64	5	3	27	60	60	4
ceb_g_c8c84e07379186b9b5d9	cea_g_166305b6eb421389d608	0.50	65	64	6	8	26	59	58	5
ceb_g_d352525e308cfe033aef	cea_g_166305b6eb421389d608	0.60	65	61	10	5	30	55	55	6
ceb_g_86c2b7e3b139394aeb8e	cea_g_1686453f6e9f1db504e3	0.10	46	46	1	0	3	45	44	1
ceb_g_fd8424fb92889290983c	cea_g_1686453f6e9f1db504e3	0.20	46	45	2	0	12	44	44	1
ceb_g_84139cb0beb1a3167b00	cea_g_1686453f6e9f1db504e3	0.30	46	47	1	0	19	45	45	2
ceb_g_243ad67607fe34f06238	cea_g_1686453f6e9f1db504e3	0.40	46	46	3	2	19	43	42	3
ceb_g_de9a65ff96c7be5d2216	cea_g_1686453f6e9f1db504e3	0.50	46	42	7	2	18	39	39	3
ceb_g_1e2acd35e16e9225dc53	cea_g_1686453f6e9f1db504e3	0.60	46	43	7	5	22	39	39	4
ceb_g_0640c02d436e031c6ce2	cea_g_16cd1a4725b516d4440d	0.10	44	45	0	1	1	44	43	1
ceb_g_d500482138423775521e	cea_g_16cd1a4725b516d4440d	0.20	44	45	0	0	8	44	44	1
ceb_g_4cb163f8805db92b47d8	cea_g_16cd1a4725b516d4440d	0.30	44	44	2	4	17	42	42	2
ceb_g_415d9ac66ec4508520b9	cea_g_16cd1a4725b516d4440d	0.40	44	42	5	0	13	39	39	3
ceb_g_0ad78f3d2c4b61ca5e81	cea_g_16cd1a4725b516d4440d	0.50	44	42	5	3	17	39	39	3
ceb_g_2221579348b3c9e64202	cea_g_16cd1a4725b516d4440d	0.60	44	45	3	6	22	41	40	4
ceb_g_87eb9d5d0cd2045089f4	cea_g_17212dff7774c380eb28	0.10	45	46	0	0	1	45	45	1
ceb_g_28c17bb35130b61fb0e9	cea_g_17212dff7774c380eb28	0.20	45	42	4	0	5	41	40	1
ceb_g_12f14a4c1b3eaa120990	cea_g_17212dff7774c380eb28	0.30	45	43	4	3	10	41	40	2
ceb_g_59aa92a073f17f96815b	cea_g_17212dff7774c380eb28	0.40	45	45	3	5	11	42	42	3
ceb_g_948e3c752d4850dd5a92	cea_g_17212dff7774c380eb28	0.50	45	42	6	8	22	39	39	3
ceb_g_7488326a03ea3e851f97	cea_g_17212dff7774c380eb28	0.60	45	44	5	4	21	40	40	4
ceb_g_87395f83c8e3959f4f93	cea_g_177021bafa2faae774bc	0.10	64	64	1	1	2	63	63	1
ceb_g_dde1f34d3585ccc9b422	cea_g_177021bafa2faae774bc	0.20	64	64	2	2	12	62	60	2
ceb_g_6725a93e5b6bdc8e7571	cea_g_177021bafa2faae774bc	0.30	64	64	3	1	9	61	61	3
ceb_g_ab5b0c06b03a33027673	cea_g_177021bafa2faae774bc	0.40	64	65	3	3	18	61	61	4
ceb_g_eeb003b8032acfec241b	cea_g_177021bafa2faae774bc	0.50	64	62	7	2	25	57	57	5
ceb_g_d48e28b31ed21961ae96	cea_g_177021bafa2faae774bc	0.60	64	62	8	4	31	56	55	6
ceb_g_0ec3b79a653a958c359a	cea_g_17cf7fc5128b616f0d88	0.10	59	58	2	0	9	57	55	1
ceb_g_9517db2c1594e9dd6aea	cea_g_17cf7fc5128b616f0d88	0.20	59	61	0	0	9	59	59	2
ceb_g_8ee66be438fd9e1c1778	cea_g_17cf7fc5128b616f0d88	0.30	59	56	6	3	15	53	53	3
ceb_g_6b8a2bbe3ce468463b99	cea_g_17cf7fc5128b616f0d88	0.40	59	58	5	2	20	54	54	4
ceb_g_64f099beff4daf8b93db	cea_g_17cf7fc5128b616f0d88	0.50	59	59	4	3	28	55	55	4
ceb_g_3b4dfcb88f75fe822cc4	cea_g_17cf7fc5128b616f0d88	0.60	59	57	7	5	32	52	52	5
ceb_g_970a1343dc21e46ff6ba	cea_g_1802d7a41615ecb32d07	0.10	50	50	1	1	4	49	49	1
ceb_g_f4e0d3b55980ec19bce1	cea_g_1802d7a41615ecb32d07	0.20	50	49	3	0	12	47	47	2
ceb_g_d3035b41694dbf8d675d	cea_g_1802d7a41615ecb32d07	0.30	50	47	5	1	12	45	45	2
ceb_g_1bb5e2d28c2134fd0917	cea_g_1802d7a41615ecb32d07	0.40	50	51	2	5	17	48	48	3
ceb_g_280a85d7e24a8ad745ff	cea_g_1802d7a41615ecb32d07	0.50	50	48	6	3	25	44	44	4
ceb_g_dacb08708c7d7ea31807	cea_g_1802d7a41615ecb32d07	0.60	50	49	5	5	30	45	45	4
ceb_g_0ee671813bdd85724bf5	cea_g_183415dfc7675b329ecc	0.10	47	48	0	2	2	47	47	1
ceb_g_ad6709251e3bd36c15be	cea_g_183415dfc7675b329ecc	0.20	47	48	0	0	8	47	47	1
ceb_g_3481d545a1fca723d1de	cea_g_183415dfc7675b329ecc	0.30	47	44	5	1	15	42	41	2
ceb_g_be43b9d0ae450993e938	cea_g_183415dfc7675b329ecc	0.40	47	46	4	2	15	43	42	3
ceb_g_b6bed181b55c96d66f6d	cea_g_183415dfc7675b329ecc	0.50	47	45	6	2	23	41	41	4
ceb_g_7b4744222180e4e8725b	cea_g_183415dfc7675b329ecc	0.60	47	47	4	3	28	43	43	4
ceb_g_1b3e4078985c5fe7bfff	cea_g_1947585ec04a37affa25	0.10	42	42	1	1	4	41	39	1
ceb_g_179e80ec1d4e71cd8e31	cea_g_1947585ec04a37affa25	0.20	42	40	3	1	6	39	37	1
ceb_g_78c2fa9b2c1b63a835cc	cea_g_1947585ec04a37affa25	0.30	42	42	2	0	11	40	39	2
ceb_g_3c46956f897eca0352a6	cea_g_1947585ec04a37affa25	0.40	42	43	2	1	18	40	40	3
ceb_g_ba521ea84a9b2da0364f	cea_g_1947585ec04a37affa25	0.50	42	42	3	4	16	39	39	3
ceb_g_63029234168fe1255884	cea_g_1947585ec04a37affa25	0.60	42	38	8	3	22	34	34	4
ceb_g_2c3a6871cc6544724300	cea_g_195c2c2282d3c641e2c8	0.10	43	44	0	1	6	43	42	1
ceb_g_1babdc939990360a51e9	cea_g_195c2c2282d3c641e2c8	0.20	43	41	3	2	5	40	39	1
ceb_g_29257f8fbad8527b3d8d	cea_g_195c2c2282d3c641e2c8	0.30	43	44	1	1	15	42	41	2
ceb_g_2b8cbc962ee227b78ff4	cea_g_195c2c2282d3c641e2c8	0.40	43	43	3	4	10	40	40	3
ceb_g_5b409ca7db6379ced447	cea_g_195c2c2282d3c641e2c8	0.50	43	43	3	1	15	40	40	3
ceb_g_1e1f000a9af32dc402d9	cea_g_195c2c2282d3c641e2c8	0.60	43	41	6	4	27	37	37	4
ceb_g_a7ababf09a3827ae777f	cea_g_197e8b453fc74fa1c784	0.10	62	61	2	1	8	60	58	1
ceb_g_e009c5a5a17f0b6bde26	cea_g_197e8b453fc74fa1c784	0.20	62	63	1	2	11	61	61	2
ceb_g_109a403fd2f9212059cd	cea_g_197e8b453fc74fa1c784	0.30	62	62	3	2	18	59	58	3
ceb_g_a26f0972c250a427cfa9	cea_g_197e8b453fc74fa1c784	0.40	62	59	7	3	20	55	55	4
ceb_g_27c65770752cbbfa64d0	cea_g_197e8b453fc74fa1c784	0.50	62	63	4	4	35	58	58	5
ceb_g_96056c810f274a0ca9bf	cea_g_197e8b453fc74fa1c784	0.60	62	53	15	5	31	47	47	6
ceb_g_25a65d5727617ebd5909	cea_g_1a1f47d84fbe26e6ee2e	0.10	62	62	1	0	4	61	60	1
ceb_g_6c773d575b3a55cc89e0	cea_g_1a1f47d84fbe26e6ee2e	0.20	62	64	0	2	15	62	62	2
ceb_g_50c375ffd51dd19a5fe5	cea_g_1a1f47d84fbe26e6ee2e	0.30	62	59	6	4	16	56	56	3
ceb_g_5fcf4fae6f7c65414b7d	cea_g_1a1f47d84fbe26e6ee2e	0.40	62	60	6	6	20	56	56	4
ceb_g_11ebfa1432a937126d84	cea_g_1a1f47d84fbe26e6ee2e	0.50	62	60	7	5	24	55	55	5
ceb_g_5c2b4744c9886874998d	cea_g_1a1f47d84fbe26e6ee2e	0.60	62	60	8	7	29	54	54	6
ceb_g_2e555713392e4097c71b	cea_g_1a7b275a4a1efa34c7e7	0.10	59	58	2	1	8	57	56	1
ceb_g_cd8bd74c00bf2c6b0105	cea_g_1a7b275a4a1efa34c7e7	0.20	59	59	2	3	8	57	57	2
ceb_g_ecfb9dc9c766535cc7ae	cea_g_1a7b275a4a1efa34c7e7	0.30	59	58	4	1	10	55	55	3
ceb_g_7db7845c1b40105645a3	cea_g_1a7b275a4a1efa34c7e7	0.40	59	59	4	4	21	55	55	4
ceb_g_e7ce2718d2f4f3fed3cf	cea_g_1a7b275a4a1efa34c7e7	0.50	59	58	5	2	37	54	54	4
ceb_g_3184bb2237259d777018	cea_g_1a7b275a4a1efa34c7e7	0.60	59	54	10	4	24	49	49	5
ceb_g_aebcc4b0272f93b99a9d	cea_g_1b0c47c6d22b8d5b4c11	0.10	62	61	2	1	7	60	57	1
ceb_g_b73815046e6192604834	cea_g_1b0c47c6d22b8d5b4c11	0.20	62	60	4	3	14	58	58	2
ceb_g_9af67dd3682e38a7e563	cea_g_1b0c47c6d22b8d5b4c11	0.30	62	63	2	2	17	60	60	3
ceb_g_2b7ede522441d66c5e87	cea_g_1b0c47c6d22b8d5b4c11	0.40	62	64	2	4	20	60	59	4
ceb_g_a74da901ac91db3d3f52	cea_g_1b0c47c6d22b8d5b4c11	0.50	62	60	7	1	28	55	55	5
ceb_g_6740ae2447e4ad8879f5	cea_g_1b0c47c6d22b8d5b4c11	0.60	62	60	8	6	36	54	54	6
ceb_g_a950e1586eca9a293c46	cea_g_1b3e5da9c29d764d6b68	0.10	44	44	1	0	7	43	42	1
ceb_g_9ecabd2a9de0e33a5a3a	cea_g_1b3e5da9c29d764d6b68	0.20	44	44	1	1	6	43	43	1
ceb_g_ad523e44911f698ae2ac	cea_g_1b3e5da9c29d764d6b68	0.30	44	41	5	5	10	39	39	2
ceb_g_be4eb0864c56978dfc4d	cea_g_1b3e5da9c29d764d6b68	0.40	44	41	6	3	15	38	38	3
ceb_g_f18a3f08dd83261ed6c8	cea_g_1b3e5da9c29d764d6b68	0.50	44	40	7	4	24	37	37	3
ceb_g_f6e026af9d00ed9aa649	cea_g_1b3e5da9c29d764d6b68	0.60	44	39	9	4	21	35	35	4
ceb_g_6f80354ef25362dadde0	cea_g_1b5e55159cb89e6da3d8	0.10	40	41	0	3	2	40	40	1
ceb_g_da1e3c36d178a75478ef	cea_g_1b5e55159cb89e6da3d8	0.20	40	40	1	2	9	39	39	1
ceb_g_1e87493c326fcfbf74e1	cea_g_1b5e55159cb89e6da3d8	0.30	40	42	0	2	9	40	40	2
ceb_g_8056ee2019a548ef1d13	cea_g_1b5e55159cb89e6da3d8	0.40	40	41	1	4	18	39	39	2
ceb_g_c994080c1dd86be9592f	cea_g_1b5e55159cb89e6da3d8	0.50	40	37	6	2	17	34	34	3
ceb_g_d13583851c5e9748cffa	cea_g_1b5e55159cb89e6da3d8	0.60	40	40	4	5	19	36	35	4
ceb_g_72bf8ed94dba95c47fbb	cea_g_1ba421c9793058981712	0.10	40	40	1	0	6	39	36	1
ceb_g_f89eb9fcf43fb3113d74	cea_g_1ba421c9793058981712	0.20	40	40	1	2	9	39	39	1
ceb_g_082955053456a6529c3b	cea_g_1ba421c9793058981712	0.30	40	39	3	0	9	37	37	2
ceb_g_45e02f7c0d56a2fd4031	cea_g_1ba421c9793058981712	0.40	40	40	2	3	7	38	38	2
ceb_g_42419d6010abbf4f8175	cea_g_1ba421c9793058981712	0.50	40	41	2	2	20	38	37	3
ceb_g_4ae5dd116e42ae1339f1	cea_g_1ba421c9793058981712	0.60	40	40	4	4	25	36	36	4
ceb_g_42b449dc0d50948e6b25	cea_g_1bce73dc77f3fb805625	0.10	42	41	2	1	5	40	39	1
ceb_g_4fd722b903af2865a61e	cea_g_1bce73dc77f3fb805625	0.20	42	40	3	3	6	39	39	1
ceb_g_586a086a02fa0cae00c3	cea_g_1bce73dc77f3fb805625	0.30	42	41	3	0	12	39	39	2
ceb_g_6f103f604e3c7df7c1ae	cea_g_1bce73dc77f3fb805625	0.40	42	42	3	2	15	39	39	3
ceb_g_5ac156836c848b832c7b	cea_g_1bce73dc77f3fb805625	0.50	42	44	1	3	19	41	41	3
ceb_g_e0a281c46254ae8c5e11	cea_g_1bce73dc77f3fb805625	0.60	42	42	4	4	24	38	38	4
ceb_g_990f201a1927212f5248	cea_g_1c25bc1a06a645c0a755	0.10	61	62	0	1	6	61	60	1
ceb_g_022dc0d83ca63a87e0f6	cea_g_1c25bc1a06a645c0a755	0.20	61	63	0	4	7	61	60	2
ceb_g_c2ec972731ee9bd5df98	cea_g_1c25bc1a06a645c0a755	0.30	61	61	3	2	10	58	58	3
ceb_g_8ab706c6c896e8c77d20	cea_g_1c25bc1a06a645c0a755	0.40	61	60	5	1	23	56	55	4
ceb_g_87f02a2df93fe507d214	cea_g_1c25bc1a06a645c0a755	0.50	61	60	6	5	25	55	55	5
ceb_g_0e237cefd0830bc4df45	cea_g_1c25bc1a06a645c0a755	0.60	61	60	6	6	39	55	55	5
ceb_g_6fed632de2fe13d32f50	cea_g_1c66a9f1503452a83aa6	0.10	47	47	1	0	4	46	46	1
ceb_g_b4dd3ea0a3d5ec5875f6	cea_g_1c66a9f1503452a83aa6	0.20	47	48	0	1	8	47	46	1
ceb_g_b46c1d9741464e5d0a3c	cea_g_1c66a9f1503452a83aa6	0.30	47	48	1	0	13	46	46	2
ceb_g_3c1b55652a293e586123	cea_g_1c66a9f1503452a83aa6	0.40	47	50	0	2	22	47	47	3
ceb_g_720e3733e68ae5d2866b	cea_g_1c66a9f1503452a83aa6	0.50	47	48	3	4	23	44	44	4
ceb_g_70f489cb10839c791ec5	cea_g_1c66a9f1503452a83aa6	0.60	47	45	6	5	21	41	41	4
ceb_g_785ab5e0f6a1c8d64153	cea_g_1cef967288d329ce9afe	0.10	48	45	4	1	8	44	42	1
ceb_g_de4ff6005ea0bbf90def	cea_g_1cef967288d329ce9afe	0.20	48	47	2	1	11	46	45	1
ceb_g_b05df6d51e9c3c5d22ca	cea_g_1cef967288d329ce9afe	0.30	48	48	2	1	17	46	45	2
ceb_g_b9b64418a289f70c40b2	cea_g_1cef967288d329ce9afe	0.40	48	49	2	4	21	46	46	3
ceb_g_0212e80ede9499f12179	cea_g_1cef967288d329ce9afe	0.50	48	44	8	4	15	40	40	4
ceb_g_7d82f937f0977937b51f	cea_g_1cef967288d329ce9afe	0.60	48	48	4	6	24	44	44	4
ceb_g_e9e8208e976bb5af9d5c	cea_g_1cf4940641148d186dd8	0.10	55	56	0	1	7	55	55	1
ceb_g_36633ad537dcd5d1537c	cea_g_1cf4940641148d186dd8	0.20	55	55	2	1	10	53	53	2
ceb_g_56f0c3b4e304f937aad6	cea_g_1cf4940641148d186dd8	0.30	55	54	3	3	12	52	52	2
ceb_g_62b688e4c0247426214f	cea_g_1cf4940641148d186dd8	0.40	55	50	8	1	19	47	47	3
ceb_g_349783897afeb82ff0bc	cea_g_1cf4940641148d186dd8	0.50	55	55	4	10	24	51	51	4
ceb_g_bd7992f25ce7623d640d	cea_g_1cf4940641148d186dd8	0.60	55	53	7	4	32	48	47	5
ceb_g_f45c7c783edc53bcf161	cea_g_1d4f050ee9ddc9670647	0.10	60	59	2	1	6	58	57	1
